17-51-90-931213-001-01 111  2   2  2    1  22  2   2   
17-51-90-931213-001-01 412 62   2  2    2   2  2   2   
17-51-90-931213-001-01 511  2   2  2    1  62  2   2   
17-51-90-931213-001-01 611  2   2  2    2   2  2   2   
17-51-90-931213-001-01 72                              
37-86-94-041215-001-01 111  2   2  2    2   2  2   2   
37-86-94-041215-001-01 212 12   2  2    2   2  2   2   
23-14-85-731217-001-01 111  2   2  2    2   2  1  12   
23-14-85-731217-001-01 212 12   2  2    2   2  2   2   
23-14-85-731217-001-01 312 12   2  2    2   2  2   2   
23-14-85-731217-001-01 411  2   2  2    2   2  2   2   
41-93-84-741229-001-01 111  2   2  2    2   2  2   2   
41-93-84-741229-001-01 211  2   2  2    2   2  2   2   
41-93-84-741229-001-01 312 22   2  2    2   2  2   2   
41-93-84-741229-001-01 4                               
41-93-84-741229-001-01 92                              
41-93-84-741229-001-01102                              
41-93-84-741229-001-011111  2   2  2    2   2  2   2   
40-87-17-221230-001-01 112 22   2  2    2   2  2   2   
40-87-17-221230-001-01 211  2   2  2    2   2  2   2   
40-87-17-221230-001-01 312 22   2  2    2   2  2   2   
40-87-17-221230-001-01 412 22   2  2    2   2  2   2   
85-07-13-311232-001-01 112 22   2  2    2   2  2   2   
85-07-13-311232-001-01 211  2   2  2    2   2  2   2   
85-07-13-311232-001-01 512 22   2  2    2   2  2   2   
85-07-13-311232-001-01 611  2   2  2    2   2  2   2   
85-07-13-311232-001-01 711  2   2  2    1  52  2   2   
85-07-13-311232-001-01 812102   2  2    2   2  2   2   
85-07-13-311232-001-01 912102   2  2    2   2  2   2   
85-07-13-311232-001-011011  2   2  2    2   2  2   2   
85-07-13-311232-001-011111  2   2  2    2   2  1  12   
32-06-62-051232-001-03 111  2   2  2    2   2  1  12   
75-03-14-991232-001-04 111  2   2  2    2   2  1  42   
75-03-14-991232-001-04 211  2   2  2    2   2  2   2   
75-03-14-991232-001-04 32                              
59-82-97-201233-001-01 111  2   2  2    2   2  2   2   
59-82-97-201233-001-01 211  2   2  2    2   2  2   2   
59-82-97-201233-001-01 312 12   2  2    2   2  2   2   
59-82-97-201233-001-01 412 12   2  2    2   2  2   2   
59-82-97-201233-001-01 512 12   2  2    2   2  2   2   
59-82-97-201233-001-01 612 12   2  2    2   2  2   2   
61-64-62-241235-001-02 211  2   2  2    2   2  2   1  2
61-64-62-241235-001-02 312 22   2  2    2   2  2   2   
61-64-62-241235-001-02 512 22   2  2    2   2  2   2   
61-64-62-241235-001-02 612 22   2  2    2   2  2   2   
40-53-63-541236-001-01 111  2   2  2    1 542  2   2   
40-53-63-541236-001-01 211  2   2  2    2   2  2   2   
