16-34-22-801005-001-01 77
16-34-22-801005-001-01 87
16-34-22-801005-001-01 97
16-34-22-801005-001-01107
66-03-93-271006-001-01 17
66-03-93-271006-001-01 20
66-03-93-271006-001-01 35
66-03-93-271006-001-01 47
66-03-93-271006-001-01 52
66-03-93-271006-001-01 60
66-03-93-271006-001-01 77
66-03-93-271006-001-01 87
66-03-93-271006-001-01 97
66-03-93-271006-001-01107
71-71-16-361006-001-03 17
71-71-16-361006-001-03 25
71-71-16-361006-001-03 33
71-71-16-361006-001-03 47
71-71-16-361006-001-03 51
71-71-16-361006-001-03 63
71-71-16-361006-001-03 72
71-71-16-361006-001-03 87
71-71-16-361006-001-03 97
71-71-16-361006-001-03107
93-03-21-311006-001-04 17
93-03-21-311006-001-04 20
93-03-21-311006-001-04 35
93-03-21-311006-001-04 47
93-03-21-311006-001-04 52
93-03-21-311006-001-04 63
93-03-21-311006-001-04 77
93-03-21-311006-001-04 87
93-03-21-311006-001-04 97
93-03-21-311006-001-04107
64-95-83-641006-001-05 17
64-95-83-641006-001-05 27
64-95-83-641006-001-05 32
64-95-83-641006-001-05 47
64-95-83-641006-001-05 53
64-95-83-641006-001-05 62
64-95-83-641006-001-05 73
64-95-83-641006-001-05 87
64-95-83-641006-001-05 97
64-95-83-641006-001-05107
54-26-09-511007-001-01 17
54-26-09-511007-001-01 20
54-26-09-511007-001-01 35
54-26-09-511007-001-01 47
54-26-09-511007-001-01 50
54-26-09-511007-001-01 60
54-26-09-511007-001-01 77
54-26-09-511007-001-01 87
54-26-09-511007-001-01 95
54-26-09-511007-001-01107
91-42-46-841009-001-01 17
91-42-46-841009-001-01 25
91-42-46-841009-001-01 35
91-42-46-841009-001-01 47
91-42-46-841009-001-01 54
91-42-46-841009-001-01 64
91-42-46-841009-001-01 77
91-42-46-841009-001-01 87
91-42-46-841009-001-01 97
91-42-46-841009-001-01107
34-08-29-971019-001-01 17
34-08-29-971019-001-01 21
34-08-29-971019-001-01 31
34-08-29-971019-001-01 47
34-08-29-971019-001-01 51
34-08-29-971019-001-01 67
34-08-29-971019-001-01 77
34-08-29-971019-001-01 87
34-08-29-971019-001-01 97
34-08-29-971019-001-01107
25-94-08-501020-001-01 17
25-94-08-501020-001-01 21
25-94-08-501020-001-01 31
25-94-08-501020-001-01 47
25-94-08-501020-001-01 52
25-94-08-501020-001-01 60
25-94-08-501020-001-01 70
25-94-08-501020-001-01 87
25-94-08-501020-001-01 97
25-94-08-501020-001-01107
42-43-09-211021-001-01 10
42-43-09-211021-001-01 20
42-43-09-211021-001-01 30
42-43-09-211021-001-01 40
42-43-09-211021-001-01 50
42-43-09-211021-001-01 60
42-43-09-211021-001-01 70
42-43-09-211021-001-01 80
42-43-09-211021-001-01 90
42-43-09-211021-001-01100
88-63-59-871022-001-01 17
88-63-59-871022-001-01 24
88-63-59-871022-001-01 32
88-63-59-871022-001-01 47
88-63-59-871022-001-01 52
88-63-59-871022-001-01 67
88-63-59-871022-001-01 70
88-63-59-871022-001-01 87
88-63-59-871022-001-01 97
88-63-59-871022-001-01107
67-34-56-151023-001-01 17
67-34-56-151023-001-01 20
67-34-56-151023-001-01 30
67-34-56-151023-001-01 47
67-34-56-151023-001-01 50
67-34-56-151023-001-01 64
67-34-56-151023-001-01 70
67-34-56-151023-001-01 87
67-34-56-151023-001-01 97
67-34-56-151023-001-01107
