31-67-12-821152-001-01 2   0        2  2                
31-67-12-821152-001-01 3   0        2  2                
31-67-12-821152-001-01 4   0        2  2                
31-67-12-821152-001-01 5   0        2  2                
31-67-12-821152-001-01 6   0        2  2                
31-67-12-821152-001-01 7   0        2  2                
31-67-12-821152-001-01 8   0        2  2                
31-67-12-821152-001-01 9   0        2  2                
31-67-12-821152-001-0110   0        2  2                
31-67-12-821152-001-0111   0        2  2                
31-67-12-821152-001-0112   0        2  2                
31-67-12-821152-001-0113   0        2  2                
31-67-12-821152-001-0114   0        2  2                
31-67-12-821152-001-0115   1    100011 2                
31-48-95-021155-001-01 1   1    350011 2                
39-24-29-811159-001-01 1   0        2  1     1 21      0
39-24-29-811159-001-01 2   0        2  2                
39-24-29-811159-001-01 3   0        2  2                
39-24-29-811159-001-01 4   0        2  2                
39-24-29-811159-001-01 5   0        2  2                
39-24-29-811159-001-01 6   0        2  2                
39-24-29-811159-001-01 7   0        2  2                
39-24-29-811159-001-01 8   0        2  2                
39-24-29-811159-001-01 9   0        2  2                
39-24-29-811159-001-0110   0        2  2                
39-24-29-811159-001-0111   0        2  2                
39-24-29-811159-001-0112   0        2  2                
39-24-29-811159-001-0113  10   2000011 2                
39-24-29-811159-001-0114   0        2  2                
39-24-29-811159-001-0115   0        2  2                
63-91-22-931191-001-01 1   1    60001231     2 11      0
63-91-22-931191-001-01 2   0        2  2                
63-91-22-931191-001-01 3   0        2  2                
63-91-22-931191-001-01 4   0        2  2                
63-91-22-931191-001-01 5   0        2  2                
63-91-22-931191-001-01 6   0        2  2                
63-91-22-931191-001-01 7   0        2  2                
63-91-22-931191-001-01 8   0        2  2                
63-91-22-931191-001-01 9   0        2  2                
63-91-22-931191-001-0110   0        2  2                
63-91-22-931191-001-0111   0        2  2                
63-91-22-931191-001-0112   0        2  2                
63-91-22-931191-001-0113   0        2  2                
63-91-22-931191-001-0114   0        2  2                
63-91-22-931191-001-0115   0        2  2                
